open_uuid,open_test_uuid,time_utc,cat_technology,network_type,lat,long,loc_src,loc_accuracy,zip_code,gkz,country_location,download_kbit,upload_kbit,ping_ms,lte_rsrp,lte_rsrq,server_name,test_duration,num_threads,platform,model,client_version,network_mcc_mnc,network_name,sim_mcc_mnc,nat_type,asn,ip_anonym,ndt_download_kbit,ndt_upload_kbit,implausible,signal_strength
P3694d07f-1c43-46bd-a6cb-c1bd8c7a82d2,O75755eb6-6930-4714-9bf5-11a042acee84,2017-05-23 20:21:08,4G,LTE,47.3503142,9.6414912,network,20.0,6844,80401,AT,16302,22195,99.4,-101,-10,RTR Server 10G AT,7,3,Android,Samsung S6,3.0.2,232-05,3 AT,232-05,nat_local_to_public_ipv4,25255,91.141.3,,,false,
P1cb5a09d-a417-4f0a-93bf-a5c81a8f0024,Oa7c80d21-f6fb-459f-be2b-f9452cc9bd20,2017-05-23 20:21:23,LAN,LAN,48.20598157122731,14.381150621920824,Browser,19.0,4490,41013,AT,3769,4873,42.0,,,RTR Websocket 10G AT,7,3,,Chrome Mobile,0.5,,,,,8412,46.125.250,,,false,
P2155db06-b326-4c54-a5ab-2561dffd6978,Oc4987c79-2914-434e-a26a-83ef8faf387b,2017-05-23 20:21:38,LAN,LAN,48.140600899999995,16.2904969,Browser,23.0,1230,92301,AT,18715,17889,17.0,,,RTR Websocket 10G AT,7,3,,Chrome,0.5,,,,,25255,77.119.131,,,false,
Pecf99250-38c9-46a8-9f92-d714e247e87c,Of64d75f0-e856-4b3c-9692-97ecb81401a0,2017-05-23 20:21:45,WLAN,WLAN,48.13493648,11.51222254,gps,10.0,,,DE,973,296,28.6,,,RTR Server DE,7,3,Android,Sony Xperia V,2.2.9,,,,nat_local_to_public_ipv4,3320,87.189.253,,,false,-76
P9d802a9f-f164-4c8d-98da-bc21a0150d59,Od942594b-2c84-49a5-a5ef-dd58075f3951,2017-05-23 20:21:46,LAN,LAN,,,,,,,,3954,4814,26.9,,,RTR Websocket 10G AT,7,3,,Chrome,0.5,,,,,25255,91.141.1,,,false,
P96aef18b-d6fa-46af-91f0-75bf6fc5f8c6,Oea941c53-6e52-4d54-af85-0f3da5d2c7fa,2017-05-23 20:22:12,WLAN,WLAN,47.3503142,9.6414912,network,20.0,6844,80401,AT,15082,4377,30.0,,,RTR Server 10G AT,7,3,Android,Galaxy Tab3 10.1 (GT-P5210),3.0.2,,,,nat_local_to_public_ipv4,8412,46.125.250,,,false,-46
P5ab1de16-68e5-4327-80f0-a465f89f1d35,O6ee3d4fe-940e-41a7-83bc-710cd27ea024,2017-05-23 20:22:13,LAN,LAN,,,,,,,,17278,1300,123.5,,,RTR Websocket 10G AT,7,3,,Chrome,0.5,,,,,25255,77.119.130,,,false,
P52d9c471-cd10-44b2-85c7-59d82db3c5dd,Oef813333-a92d-47a2-8e56-79605a4378a4,2017-05-23 20:22:15,4G,LTE,47.9910893,14.7375886,network,28.1,3333,30533,AT,14478,1181,30.0,-118,-15,RTR Server 10G AT,7,3,Android,LG G4,3.0.2,232-10,3 AT,232-10,nat_local_to_public_ipv4,25255,77.119.128,,,false,
P3694d07f-1c43-46bd-a6cb-c1bd8c7a82d2,O98a2ebcd-6c02-4314-9e58-5a2ee6fcf164,2017-05-23 20:22:21,4G,LTE,47.3503142,9.6414912,network,20.0,6844,80401,AT,11174,27443,120.0,-99,-10,RTR Server 10G AT,7,3,Android,Samsung S6,3.0.2,232-05,3 AT,232-05,nat_local_to_public_ipv4,25255,91.141.3,,,false,
P18b5dfa1-28a9-4f0b-87fc-50eea137d8d2,Ofcd68c00-7b8b-492f-9cba-a509e46a2ce1,2017-05-23 20:22:23,LAN,LAN,,,Browser,,,,,10893,2733,37.2,,,RTR Websocket 10G AT,7,3,,Firefox,0.5,,,,,25255,77.118.169,,,false,
P6ea16bab-039e-43c3-8130-1b10e3ddf8e8,Od3c7b736-c2a3-474f-9824-e95723f65aaa,2017-05-23 20:22:28,LAN,LAN,47.840341099999996,13.155565,Browser,20.0,5301,50310,AT,8524,2482,67.2,,,RTR Websocket 10G AT,7,3,,Firefox,0.5,,,,,12793,213.225.35,,,false,
P7cdebe9d-692a-42e6-9c0d-f0320364a08e,Ob48a95cd-1653-42d8-a137-9af7fa15ab4c,2017-05-23 20:22:41,WLAN,WLAN,48.12045499999999,15.138891666666666,gps,6.3,3250,32016,AT,1437,36,150.0,,,RTR Server 10G AT,7,3,Android,A3-A40,2.2.21,,,,nat_local_to_public_ipv4,12793,213.225.32,,,false,-42
P21bf3e73-17cd-4f63-add9-870a6e047192,O115830a7-999c-4fab-921e-dc8cdabc3e25,2017-05-23 20:22:44,LAN,LAN,,,Browser,,,,,69379,9232,6.7,,,RTR Websocket 10G AT,7,3,,Opera,0.5,,,,,1901,194.166.235,,,false,
P51b4f16e-1de8-4629-a21c-0d094bbb438b,O476f6257-f627-4927-b610-e3532e735dc8,2017-05-23 20:22:58,LAN,LAN,48.2091041,16.415049,Browser,9983.0,,,,9016,8757,18.6,,,RTR Websocket 10G AT,7,3,,Chrome,0.5,,,,,25255,178.115.131,,,false,
P9c046a5c-6eae-4fc0-9f1a-4a07bdf5f3a4,O051073e4-0555-4413-a67e-f57debd35b75,2017-05-23 20:23:18,4G,LTE,,,,,,,,10165,7847,37.6,-97,-10,RTR Server 10G AT,7,3,Android,MHA-L29,3.0.2,232-05,spusu,232-17,nat_local_to_public_ipv4,51265,185.69.244,,,false,
P427ed87b-b3bc-4bf8-be13-7eed44b52b8b,O143243b8-5e8d-447b-85f8-6f5077a249d2,2017-05-23 20:23:52,LAN,LAN,48.21962196219622,16.41025641025641,rastered,100.0,1020,90201,AT,244396,23266,8.1,,,RTR Websocket 10G AT,7,3,,Firefox,0.5,,,,,6830,84.114.95,,,false,
P62ce3956-e58f-40b6-be42-c434cac45a59,O3b494c67-d2ff-4ac1-8714-314e6655a68f,2017-05-23 20:24:01,LAN,LAN,,,Browser,,,,,9197,20755,39.9,,,RTR Websocket 10G AT,7,3,,Firefox,0.5,,,,,25255,77.117.248,,,false,
P2e025edd-0da2-4a6e-b20f-c958d14c0c19,O8e03369c-bc06-4224-b45d-7f4f648ddada,2017-05-23 20:24:33,LAN,LAN,47.840337299999995,13.1555746,Browser,20.0,5301,50310,AT,429,106,26.6,,,RTR Websocket 10G AT,7,3,,Firefox,0.5,,,,,8447,91.113.184,,,false,
P6ca298e3-e15f-418c-887b-3d630dc75c78,O06695814-956a-42d6-ad99-e96f9c261ef5,2017-05-23 20:24:49,LAN,LAN,,,,,,,,8625,5703,16.9,,,RTR Websocket 10G AT,7,3,,Firefox,0.5,,,,,1901,194.96.38,,,false,
P87a02d84-bcb1-4efc-bdf9-42a79157045b,O65ca5c68-427d-405b-80e2-2f2da51a7be1,2017-05-23 20:24:55,LAN,LAN,48.215178099999996,16.3033805,Browser,1738.0,1160,91601,AT,15349,210,10.9,,,RTR Websocket 10G AT,7,1,,Firefox,0.5,,,,,6830,62.178.149,,,false,
P7cee8e04-3e25-4bee-9d0d-1c7de1617e14,O04f0f8c6-1342-4b78-9b7d-6a08b56a8001,2017-05-23 20:25:00,WLAN,WLAN,,,,,,,,15449,4827,29.1,,,RTR Server 10G AT,7,3,Android,HUAWEI VNS-L31,2.2.23,,,,nat_local_to_public_ipv4,8412,46.125.250,,,false,-42
P1fe49b90-885b-4bdd-a761-5d491795f14c,O96667b59-67c7-4034-b730-4e9ca2d26583,2017-05-23 20:25:01,LAN,LAN,,,Browser,,,,,38778,5826,19.1,,,RTR Websocket 10G AT,7,3,,Firefox,0.5,,,,,8412,78.132.19,,,false,
P9a660823-a07a-4224-82c6-b0ff5da69207,O34a01eb3-4a94-4f65-ab1e-9546b5d1d955,2017-05-23 20:25:24,WLAN,WLAN,47.2335182,10.7447648,network,50.0,6460,70203,AT,6336,11071,51.8,,,RTR Server 10G AT,7,3,Android,D6633,3.0.2,,,,nat_local_to_public_ipv4,25255,91.141.0,,,false,-66
P3b3ecab2-73a0-42ce-8b71-67748472228a,O1c2a4b49-a994-4f26-b096-7f2112a8ed49,2017-05-23 20:25:40,WLAN,WLAN,,,,,,,,12458,8415,96.1,,,RTR Server 10G AT,7,3,Android,Galaxy S7,3.0.2,,,,nat_local_to_public_ipv4,8412,213.162.68,,,false,-37
Pc64ba4dd-6e60-488e-b5fd-cab94c7e17a6,Obbe15a91-4d01-4d0f-9f25-9afd1cc3567f,2017-05-23 20:25:53,LAN,LAN,,,Browser,,,,,5520,7341,44.4,,,RTR Websocket 10G AT,7,3,,Chrome,0.5,,,,,8412,46.125.249,,,false,
P9a660823-a07a-4224-82c6-b0ff5da69207,O7351b3d6-c899-4d31-8ff9-5dbff00a6a65,2017-05-23 20:25:58,WLAN,WLAN,47.2335182,10.7447648,network,50.0,6460,70203,AT,12056,10221,82.0,,,RTR Server 10G AT,7,3,Android,D6633,3.0.2,,,,nat_local_to_public_ipv4,25255,91.141.0,,,false,-50
P462db3cf-4f9f-4483-bdbc-bc02d7d89d72,Oafb42e15-2c51-4dd4-8a2e-2f4e9bafdc3a,2017-05-23 20:26:00,WLAN,WLAN,48.15514742401257,13.99349723943881,,5.0,4600,40301,AT,7439,35923,80.7,,,RTR Server 10G AT,7,3,iOS,iPhone 6s,1.7,,,,nat_local_to_public_ipv4,25255,178.113.240,,,false,
P93372341-6d96-4e97-975f-59cf62ee6f2a,O4199259d-8a06-4be1-9d4a-3dc65adee7f0,2017-05-23 20:26:05,LAN,LAN,48.2091041,16.415049,Browser,9621.0,,,,12564,8344,34.6,,,RTR Websocket 10G AT,7,3,,Firefox,0.5,,,,,25255,178.115.131,,,false,
P19637b10-86a4-4d2b-8afb-561e94f6a3f4,Ofc1314cf-ca3d-4830-a763-1cca34b2c6b4,2017-05-23 20:26:27,WLAN,WLAN,,,,,,,,4007,638,92.6,,,RTR Server 10G AT,7,1,Android,Samsung Xcover 3,3.0.2,,,,nat_local_to_public_ipv4,28760,185.71.255,,,false,-78
P450cfd4a-9ac2-4b34-89f8-97ced5352fb7,Ocd12419e-a30a-4204-b657-8dfc1e6a608e,2017-05-23 20:26:35,WLAN,WLAN,48.721402,11.1053112,network,20.0,,,DE,99452,5983,22.9,,,RTR Server DE,7,3,Android,PLK-L01,3.0.2,,,,nat_local_to_public_ipv4,31334,188.193.76,,,false,-45
Pdc366121-6ce3-4325-81bc-ebc916e2ccfa,O116685b7-2c17-4436-add4-9fa3db6ff3bb,2017-05-23 20:26:43,WLAN,WLAN,48.1987302,16.3894206,network,20.1,1030,90301,AT,6597,5187,71.6,,,RTR Server 10G AT,7,3,Android,Samsung S6,3.0.2,,,,nat_local_to_public_ipv4,35492,78.41.119,,,false,-66
Pcd2e2993-8b1d-4b63-ba4c-1d42c3857609,Ocbce184f-e8c4-40b9-a0f2-39cdbd308c60,2017-05-23 20:26:44,LAN,LAN,48.1916557,16.395428,Browser,34.0,1030,90301,AT,1061,147,28.2,,,RTR Websocket 10G AT,7,1,,Chrome,0.5,,,,,6830,80.110.127,,,false,
P87a02d84-bcb1-4efc-bdf9-42a79157045b,O49897158-e825-4837-9063-8bfd3c0961f0,2017-05-23 20:27:07,LAN,LAN,48.215178099999996,16.3033805,Browser,1738.0,1160,91601,AT,43163,4373,10.4,,,RTR Websocket 10G AT,7,3,,Firefox,0.5,,,,,6830,62.178.149,,,false,
P69a77f06-91d8-4c09-b0ae-288203ca83e8,Od71ec853-4f88-4ecc-8888-2122be04578e,2017-05-23 20:27:07,WLAN,WLAN,,,,,,,,26710,19869,29.0,,,RTR Server 10G AT,7,3,Android,Hi3798CV100,2.2.21,,,,nat_local_to_public_ipv4,25255,77.118.244,,,false,
P21169bff-7fa2-40cc-8637-2ce094267b44,O91a42278-fb28-4ccd-beac-8fd02c3e68b5,2017-05-23 20:27:10,WLAN,WLAN,,,,,,,,1522,5234,28.6,,,RTR Server 10G AT,7,3,iOS,iPad Air 2 (Wi-Fi/Cellular),1.7,,,,nat_local_to_public_ipv4,25255,91.141.3,,,false,
Peafe9164-3767-4351-a7a4-1fe5a8dd63fd,O3f7fe93f-6c35-4406-a534-78e6205fa70a,2017-05-23 20:27:21,4G,LTE,48.29048253506583,16.41257003275358,,896.3,1210,92101,AT,32863,5141,24.0,,,RTR Server 10G AT,7,3,iOS,iPad Pro 12.9 inch,1.7,,,232-10,nat_local_to_public_ipv4,25255,178.165.131,,,false,
Pff1c196d-2049-44fe-88c0-2733c9ea9d4f,O2ed0eb42-4ecf-4ef3-a13b-d92cbc0a75e5,2017-05-23 20:27:26,WLAN,WLAN,48.25351145288488,16.33611533031442,,505.1,1190,91901,AT,9656,9628,29.4,,,RTR Server 10G AT,7,3,iOS,iPhone 7,1.7,,,,nat_local_to_public_ipv4,8412,46.125.250,,,false,
Pd01fd141-ef12-4acd-adb7-cc3e890ef833,O72d71325-0876-4d57-8f2b-12b99e7555db,2017-05-23 20:27:26,WLAN,WLAN,48.200848870910704,16.744936918839812,gps,8.5,2286,30825,AT,12627,6155,76.4,,,RTR Server 10G AT,7,3,Android,SM-A520F,3.0.2,,,,nat_local_to_public_ipv4,25255,91.141.3,,,false,-45
Pa58fb7a8-8314-486a-9cdc-17d503562368,O6bb79b63-f3e0-4095-9997-78523a47f8c5,2017-05-23 20:27:44,LAN,LAN,,,Browser,,,,,33792,9284,21.0,,,RTR Websocket 10G AT,7,3,,Chrome,0.5,,,,,25255,77.119.250,,,false,
P3ab8bbed-7b24-42a4-b943-f3c2580c3f7e,O519dbd86-b42f-400b-bcfa-eec3b341a156,2017-05-23 20:28:01,WLAN,WLAN,48.25372257472053,16.33412373026192,,98.6,1190,91901,AT,4500,10180,28.4,,,RTR Server 10G AT,7,1,iOS,iPhone 7,1.7,,,,nat_local_to_public_ipv4,8412,46.125.250,,,false,
P749ba3cb-0b02-439d-a63a-a380310cc3ff,O8a9367f5-d981-4833-b512-366d188542a3,2017-05-23 20:28:33,WLAN,WLAN,48.28885118795167,15.6377458593125,,70.3,3125,31930,AT,9645,48063,19.9,,,RTR Server 10G AT,7,3,iOS,iPad Air 2 (Wi-Fi Only),1.7,,,,nat_local_to_public_ipv4,202909,185.151.21,,,false,
P3ab8bbed-7b24-42a4-b943-f3c2580c3f7e,O5e6ddb24-ebc0-4e17-b282-7962e9c643de,2017-05-23 20:28:33,WLAN,WLAN,48.25376241297247,16.33412277802446,,24.0,1190,91901,AT,46345,10049,26.6,,,RTR Server 10G AT,7,3,iOS,iPhone 7,1.7,,,,nat_local_to_public_ipv4,8412,46.125.250,,,false,
P06fa60c2-50da-4cab-9850-49c88b9967e9,O8c723d0b-b1f9-4209-a651-8f7a03369986,2017-05-23 20:28:34,WLAN,WLAN,48.12027500000001,15.140871666666666,gps,6.8,3250,32016,AT,10332,25,50.3,,,RTR Server 10G AT,7,3,Android,A3-A40,2.2.21,,,,nat_local_to_public_ipv4,12793,213.225.32,,,false,-43
P3b3ecab2-73a0-42ce-8b71-67748472228a,Oa7bf02c2-1f69-4619-846d-d886442013af,2017-05-23 20:28:40,WLAN,WLAN,,,,,,,,37345,7947,31.0,,,RTR Server 10G AT,7,3,Android,Galaxy S7,3.0.2,,,,nat_local_to_public_ipv4,8412,213.162.68,,,false,-46
P7907198e-553b-421a-92e4-6038c2c1c342,O25b60094-f57b-4736-9a30-df98ae0ed5b3,2017-05-23 20:28:50,WLAN,WLAN,48.3788217,16.6261265,network,45.6,2214,30804,AT,21030,2449,10.8,,,RTR Server 10G AT,7,3,Android,Huawei P9 Lite (VNS-L21),3.0.2,,,,nat_local_to_public_ipv4,12793,81.5.227,19896,2457,false,-32
P7c72d0bf-1dd6-423f-84ed-0ddf900d4f32,O2963278d-aa97-4041-9539-bc966abb9e3a,2017-05-23 20:28:54,WLAN,WLAN,47.21985774584787,9.635000126445325,,5.0,6820,80405,AT,20819,707,26.0,,,RTR Server 10G AT,7,3,iOS,iPhone 6,1.7,,,,nat_local_to_public_ipv4,5385,87.236.116,,,false,
P849b4d1b-9fe9-4381-b92c-18ac09170966,O9f673585-fb52-4979-858e-975e052c08cf,2017-05-23 20:29:01,LAN,LAN,47.7145861,16.024384299999998,Browser,30.0,2630,31839,AT,17737,4428,62.1,,,RTR Websocket 10G AT,7,3,,Chrome,0.5,,,,,8412,46.125.250,,,false,
Pf267ef63-2862-4764-b4e6-c0a4c94a8865,O9e4bed43-c92c-46a0-baaf-abcea137e940,2017-05-23 20:29:05,LAN,LAN,,,Browser,,,,,8081,9789,30.0,,,RTR Websocket 10G AT,7,3,,Chrome,0.5,,,,,8412,213.162.68,,,false,
P815a4d68-2e41-4bdd-8c4e-91d56f2ed503,O7c929cc3-3f64-4a1e-979b-a61c665f840e,2017-05-23 20:29:13,WLAN,WLAN,50.613277106026835,10.817416979552318,gps,6.0,,,DE,7592,385,52.0,,,RTR Server DE,7,3,Android,SM-G950F,3.0.2,,,,nat_local_to_public_ipv4,3320,84.177.102,5591,436,false,-66
P44525d7e-8c6f-45da-8905-1d07e33247da,Ob0073a93-de66-4076-8c2a-0bd3c0c395f3,2017-05-23 20:29:16,LAN,LAN,,,,,,,,93362,49034,13.0,,,RTR Websocket 10G AT,7,3,,Chrome,0.5,,,,,49808,5.159.1,,,false,
Pd8004261-0eb2-4b1b-a988-2884d7917452,Oe92865e5-380f-4be2-af70-d5267e362c12,2017-05-23 20:29:48,WLAN,WLAN,47.1492148,15.6590552,network,20.0,8181,61747,AT,15946,4300,19.0,,,RTR Server 10G AT,7,3,Android,Sony Xperia Z3 Compact,3.0.2,,,,nat_local_to_public_ipv4,8447,62.47.252,,,false,-54
Pd0fccafe-d0d8-43a2-a0d2-791f31dff9ba,Ob2d7b480-39b7-4919-805c-7a7a34366310,2017-05-23 20:29:50,WLAN,WLAN,,,,,,,,8136,4800,19.5,,,RTR Server 10G AT,7,3,iOS,iPad 2 WiFi,1.7,,,,nat_local_to_public_ipv4,1901,194.96.38,,,false,
Pe2e35c68-92c3-4a92-9966-9431ad610cd1,Od7bd8ce6-98ea-453b-a429-6771a8de19db,2017-05-23 20:30:02,LAN,LAN,,,Browser,,,,,11685,2400,20.6,,,RTR Websocket 10G AT,7,3,,Firefox,0.5,,,,,12793,81.5.237,,,false,
P503191f5-1197-4e23-8b27-52d5181c96f7,O463ce0a0-6391-417b-bd2e-5f732ebbc127,2017-05-23 20:30:03,LAN,LAN,,,Browser,,,,,1165,305,42.2,,,RTR Websocket 10G AT,7,3,,Chrome,0.5,,,,,1901,194.166.61,,,false,
P631daa52-0be0-440d-99ad-13dda5442bda,O104b9f56-8b40-4f07-9e7d-d36b8d78bfa4,2017-05-23 20:30:20,WLAN,WLAN,48.32518666253873,14.42628224723695,,16.0,4209,41605,AT,1986,442,49.8,,,RTR Server 10G AT,7,3,iOS,iPhone 7 Plus,1.7,,,,nat_local_to_public_ipv4,25255,91.141.1,,,false,
P8c60352e-be85-4611-bf8c-719c3ec63c70,Odedf3fc8-bd11-4e05-9a42-5bc029ffe7cd,2017-05-23 20:30:31,LAN,LAN,47.1491851,15.659059899999999,Browser,30.0,8181,61747,AT,18957,4744,14.7,,,RTR Websocket 10G AT,7,3,,Chrome,0.5,,,,,8447,62.47.252,,,false,
P631daa52-0be0-440d-99ad-13dda5442bda,O4258614d-d8ed-40cd-936a-368c1cd0616c,2017-05-23 20:30:58,WLAN,WLAN,48.32523338188603,14.42630131013102,,32.0,4209,41605,AT,30564,332,60.1,,,RTR Server 10G AT,7,3,iOS,iPhone 7 Plus,1.7,,,,nat_local_to_public_ipv4,25255,91.141.1,,,false,
Pce6fbf7b-3982-48fe-af20-6afd9794b687,O698a93e3-848a-47e6-b085-ad0f1e53517f,2017-05-23 20:31:02,LAN,LAN,48.245486250000006,16.326725,Browser,58.0,1190,91901,AT,33789,4585,40.0,,,RTR Websocket 10G AT,7,3,,Chrome,0.5,,,,,25255,77.117.208,,,false,
P10775174-4920-4173-a981-9104f3e2870b,O14022666-2cc9-4025-a543-a1b2d12b31dd,2017-05-23 20:31:02,WLAN,WLAN,48.2824182853261,15.06528581051902,,6.0,3683,31552,AT,20566,2248,36.0,,,RTR Server 10G AT,7,3,iOS,iPhone 7,1.7,,,,nat_local_to_public_ipv4,12793,213.225.15,,,false,
P2db88dba-ff20-44e8-84f1-553926afb923,O13de5adc-d1ff-4a15-8eb2-0c117804fc57,2017-05-23 20:31:05,LAN,LAN,,,,,,,,77378,19828,16.6,,,RTR Websocket 10G AT,7,3,,IE,0.5,,,,,6830,195.34.137,,,false,
Pa11553bc-f0b5-4b60-bd6f-cdee8808c600,O55db3705-3d46-4156-a9f3-95daedbabb49,2017-05-23 20:31:12,LAN,LAN,,,,,,,,19128,5469,40.0,,,RTR Websocket 10G AT,7,3,,Firefox,0.5,,,,,25255,77.119.130,,,false,
P06fa60c2-50da-4cab-9850-49c88b9967e9,O93d7de2f-8559-4c76-a9f3-89e1f796e3a2,2017-05-23 20:31:13,WLAN,WLAN,48.120108333333334,15.140009999999998,gps,5.0,3250,32016,AT,3519,343,59.9,,,RTR Server 10G AT,7,3,Android,A3-A40,2.2.21,,,,nat_local_to_public_ipv4,12793,213.225.32,,,false,-39
P5beb7981-757d-4525-a593-a4c75e655f4b,O6c4cf2d8-0584-4701-822d-869c6bdf2e65,2017-05-23 20:31:14,WLAN,WLAN,48.47741290931448,15.60349127279185,,10.0,3552,31323,AT,18678,18072,39.9,,,RTR Server 10G AT,7,3,iOS,iPhone 6s,1.7,,,,nat_local_to_public_ipv4,8412,78.132.73,,,false,
Pe1a74877-7d96-45b5-916d-48bb1e5d1da0,O1d5275b6-4c46-4e71-8bab-9667d2809083,2017-05-23 20:31:25,WLAN,WLAN,47.85467973,16.24394866,gps,18.2,2604,32330,AT,5219,322,17.2,,,RTR Server 10G AT,7,3,Android,HTC 10,3.0.2,,,,nat_local_to_public_ipv4,8447,188.21.63,,,false,-46
P10775174-4920-4173-a981-9104f3e2870b,O5fbc678d-d977-4e76-bf32-0626fcdfb91b,2017-05-23 20:31:43,WLAN,WLAN,48.28241729975318,15.06527873488179,,6.0,3683,31552,AT,21294,2231,33.2,,,RTR Server 10G AT,7,3,iOS,iPhone 7,1.7,,,,nat_local_to_public_ipv4,12793,213.225.15,,,false,
P3b9b2b07-5559-4dbc-883c-9a75a00dbb10,Ofe87d7b7-c798-4716-9037-713c94823ca9,2017-05-23 20:31:49,3G,HSPA+,,,,,,,,6516,1147,100.0,,,RTR Server 10G AT,7,3,Android,ONE E1003,3.0.2,232-05,3 AT,232-05,nat_local_to_public_ipv4,25255,77.119.130,,,false,-85
Pb7d08a22-237d-4d4a-ae0e-888d9a5aada6,Od2db7fc6-ceb1-4a12-bafc-fa23ec364a2a,2017-05-23 20:31:50,4G,LTE,47.04284598,15.45590504,gps,3.0,8041,60101,AT,7483,15245,33.0,-96,-13,RTR Server 10G AT,7,3,Android,LG-H960,3.0.2,232-05,3 AT,232-05,nat_local_to_public_ipv4,25255,77.119.129,,,false,
P92abb8c7-1477-4ffd-b9b1-098039d91a83,Ocfdf9520-80bb-45fa-abec-d9dded856045,2017-05-23 20:32:21,3G,UMTS,48.28241842339527,15.06529379582737,,4.0,3683,31552,AT,9743,1199,32.2,,,RTR Server 10G AT,7,3,iOS,iPhone 7,1.7,,,232-01,nat_local_to_public_ipv4,12793,213.225.11,,,false,
Pc3ac886f-dd97-4155-92d3-b2ca02b3b495,O979e7d22-e6ea-41a6-8b9e-bf74e83839ed,2017-05-23 20:32:28,LAN,LAN,,,,,,,,3864,49,101.1,,,RTR Websocket 10G AT,7,3,,Firefox,0.5,,,,,25255,178.165.130,,,false,
P7d83fa38-398e-486f-8ce9-02f94ce033d4,O11c1112c-5050-43b6-a32a-6d363e24dd97,2017-05-23 20:32:31,4G,LTE,47.8545353,16.2438419,network,19.1,2604,32330,AT,27248,6593,20.2,-94,-13,RTR Server 10G AT,7,3,Android,HTC 10,3.0.2,232-01,A1,232-01,nat_public_to_public_ipv4,12793,213.225.0,,,false,
P10775174-4920-4173-a981-9104f3e2870b,O08d52c0f-f4c2-49d4-b0c8-df701b14099b,2017-05-23 20:32:54,WLAN,WLAN,48.28242272922054,15.06529693029374,,8.0,3683,31552,AT,20931,2198,36.5,,,RTR Server 10G AT,7,3,iOS,iPhone 7,1.7,,,,nat_local_to_public_ipv4,12793,213.225.15,,,false,
Pa3584786-9a27-42ea-9f3f-de08d1e5ded8,O507fba10-02c9-4cad-924a-65b23732fa52,2017-05-23 20:33:04,4G,LTE,47.04622408,15.45252427,gps,3.0,8041,60101,AT,3472,22082,30.7,-94,-16,RTR Server 10G AT,7,3,Android,LG-H960,3.0.2,232-05,3 AT,232-05,nat_local_to_public_ipv4,25255,77.119.129,,,false,
Pf30906b3-ce68-4339-a826-e2b08d16765e,O2e0bd238-4891-4cc0-827e-9feddcd58638,2017-05-23 20:33:08,LAN,LAN,,,rastered,,,,,28703,4733,40.0,,,RTR Websocket 10G AT,7,3,,Chrome,0.5,,,,,25255,178.165.128,,,false,
Pcbdcb4d4-febd-4855-9e4d-ea7ccf00108c,O15203339-d667-4811-ad42-5b20ea0effc3,2017-05-23 20:33:11,4G,LTE,48.44749613709192,13.44561009420248,,1414.0,4780,41422,AT,42658,4574,25.4,,,RTR Server 10G AT,7,3,iOS,iPhone 6s Plus,1.7,,,232-01,nat_public_to_public_ipv4,12793,213.225.2,,,false,
Pf267ef63-2862-4764-b4e6-c0a4c94a8865,Oc0d712d1-d847-45cb-8544-3d0636f75138,2017-05-23 20:33:18,LAN,LAN,,,Browser,,,,,12793,9768,30.1,,,RTR Websocket 10G AT,7,3,,Chrome,0.5,,,,,8412,213.162.68,,,false,
P7907198e-553b-421a-92e4-6038c2c1c342,O952912ac-1cad-45f1-8558-1643921d43fe,2017-05-23 20:33:34,WLAN,WLAN,48.3788217,16.6261265,network,68.4,2214,30804,AT,21441,2821,10.2,,,RTR Server 10G AT,7,3,Android,Huawei P9 Lite (VNS-L21),3.0.2,,,,nat_local_to_public_ipv4,12793,81.5.227,22442,2714,false,-32
P72405a5e-ce1c-4c8d-b70f-f55b233dfb30,Oe192857d-be91-4f6e-8ba1-e73857de1fd0,2017-05-23 20:33:59,4G,LTE,47.04874408,15.45060627,gps,3.0,8010,60101,AT,10613,20889,32.0,-91,-17,RTR Server 10G AT,7,3,Android,LG-H960,3.0.2,232-05,3 AT,232-05,nat_local_to_public_ipv4,25255,77.119.129,,,false,
Pcc4443fb-7cb0-47b0-a1a2-637d6bd652f6,Oec267b12-834c-487b-b12e-10e9022ce374,2017-05-23 20:34:30,LAN,LAN,,,rastered,,,,,28822,4754,40.1,,,RTR Websocket 10G AT,7,3,,Chrome,0.5,,,,,25255,178.165.128,,,false,
Pe29b889f-1618-4f50-84c8-485e215f4eca,O46a2c5a9-7472-4b81-97d2-1cc0f64031b3,2017-05-23 20:34:44,4G,LTE,47.05065184,15.44895721,gps,4.0,8010,60101,AT,4976,21871,27.0,-86,-13,RTR Server 10G AT,7,3,Android,LG-H960,3.0.2,232-05,3 AT,232-05,nat_local_to_public_ipv4,25255,77.119.129,,,false,
P4c3d5872-9556-4ead-ae36-63b0197c222e,O3932e6dd-c97b-4ce3-a274-8356391ab837,2017-05-23 20:34:48,WLAN,WLAN,47.39807118534729,16.00916083832158,gps,6.0,8241,60737,AT,18858,9244,23.0,,,RTR Server 10G AT,7,3,Android,PLK-L01,3.0.2,,,,nat_local_to_public_ipv4,8412,46.125.249,,,false,-60
Paaf61a62-d819-4810-a7a9-f719a27b6d4c,Oae695b81-bd69-46d5-9b08-0e492355b8a1,2017-05-23 20:35:00,WLAN,WLAN,48.3997436,14.3641507,network,20.1,4203,41602,AT,12269,4979,53.5,,,RTR Server 10G AT,7,3,Android,SM-T580,3.0.2,,,,nat_local_to_public_ipv4,8412,46.125.250,,,false,-56
